iterations,time,solved
2,0.0009889602661132812,False
2,0.0006961822509765625,False
2,0.0006885528564453125,False
2,0.0007138252258300781,False
2,0.0009181499481201172,False
2,0.0008924007415771484,False
2,0.0007469654083251953,False
2,0.0007531642913818359,False
2,0.0006890296936035156,False
2,0.0006868839263916016,False
2,0.0007059574127197266,False
2,0.0006875991821289062,False
2,0.0006868839263916016,False
2,0.0006868839263916016,False
2,0.0006861686706542969,False
2,0.0007009506225585938,False
2,0.0006880760192871094,False
2,0.0006871223449707031,False
2,0.0006875991821289062,False
2,0.0006866455078125,False
2,0.0006868839263916016,False
2,0.0006978511810302734,False
2,0.0006875991821289062,False
2,0.0006866455078125,False
2,0.0006883144378662109,False
2,0.0006861686706542969,False
2,0.0006871223449707031,False
2,0.0006887912750244141,False
2,0.0006873607635498047,False
2,0.0006875991821289062,False
